Team_Number,League,player,team,team_strength,team_std_dev,position_role,price,PPM,std_dev_PPM,final_PPM,final_seasonal_points
8,ITA-Serie A,Ivan Provedel,Lazio,131.55,14.58,GK,17.3,7.281,3.119,4.382,166.5
8,ITA-Serie A,Nicola Leali,Genoa,115.49,14.58,GK,4.0,0.325,3.119,7.368,280.0
8,ITA-Serie A,Andrea Cambiaso,Juventus,133.29,14.58,DF,18.5,8.58,2.591,7.961,302.5
8,ITA-Serie A,Antonino Gallo,Lecce,115.29,14.58,DF,16.0,9.422,2.591,8.592,326.5
8,ITA-Serie A,Antonio Candela,Venezia,125.54,14.58,DF,15.5,7.682,2.591,3.184,121.0
8,ITA-Serie A,Flavius Daniliuc,Hellas Verona,110.26,14.58,DF,5.7,1.225,2.591,2.842,108.0
8,ITA-Serie A,Francesco Acerbi,Inter,152.2,14.58,DF,12.0,7.461,2.591,4.868,185.0
8,ITA-Serie A,Robin Gosens,Fiorentina,127.83,14.58,DF,20.3,13.735,2.591,10.316,392.0
8,ITA-Serie A,Balthazar Pierret,Lecce,115.29,14.58,MF,15.6,7.817,2.97,4.908,186.5
8,ITA-Serie A,Jens Odgaard,Bologna,136.74,14.58,MF,4.0,2.44,2.97,8.658,329.0
8,ITA-Serie A,Milan Badelj,Genoa,115.49,14.58,MF,13.1,8.455,2.97,4.816,183.0
8,ITA-Serie A,Morten Thorsby,Genoa,115.49,14.58,MF,11.9,3.475,2.97,4.25,161.5
8,ITA-Serie A,Oier Zarraga,Udinese,122.62,14.58,MF,4.0,2.35,2.97,3.237,123.0
8,ITA-Serie A,Yacine Adli,Fiorentina,127.83,14.58,MF,11.6,3.727,2.97,7.566,287.5
8,ITA-Serie A,Artem Dovbyk,Roma,136.91,14.58,FW,19.9,15.535,3.881,10.697,406.5
8,ITA-Serie A,Christian Pulisic,Milan,131.21,14.58,FW,25.0,16.524,3.881,15.329,582.5
8,ITA-Serie A,Dennis Man,Parma,125.36,14.58,FW,19.8,11.34,3.881,8.5,323.0
8,ITA-Serie A,Nicolas Viola,Cagliari,120.11,14.58,FW,12.7,8.11,3.881,6.382,242.5
9,ITA-Serie A,Jesse Joronen,Venezia,125.54,14.58,GK,13.1,5.692,3.119,1.395,53.0
9,ITA-Serie A,Nicola Leali,Genoa,115.49,14.58,GK,4.0,0.325,3.119,7.368,280.0
9,ITA-Serie A,Andrea Carboni,Monza,109.53,14.58,DF,13.4,5.236,2.591,5.711,217.0
9,ITA-Serie A,Brooke Norton-Cuffy,Genoa,115.49,14.58,DF,12.7,7.193,2.591,2.013,76.5
9,ITA-Serie A,Daniele Ghilardi,Hellas Verona,110.26,14.58,DF,14.5,6.679,2.591,4.803,182.5
9,ITA-Serie A,Dodô,Fiorentina,127.83,14.58,DF,12.7,4.113,2.591,10.474,398.0
9,ITA-Serie A,Giovanni Leoni,Parma,125.36,14.58,DF,5.7,2.165,2.591,2.842,108.0
9,ITA-Serie A,Nadir Zortea,Cagliari,120.11,14.58,DF,11.3,4.539,2.591,10.895,414.0
9,ITA-Serie A,Douglas Luiz,Juventus,133.29,14.58,MF,20.1,14.078,2.97,1.987,75.5
9,ITA-Serie A,Kacper Urbanski,Monza,109.53,14.58,MF,7.3,2.394,2.97,1.105,42.0
9,ITA-Serie A,Matìas Soulé,Roma,136.91,14.58,MF,25.0,18.71,2.97,9.855,374.5
9,ITA-Serie A,Nicolò Fagioli,Fiorentina,127.83,14.58,MF,4.0,1.532,2.97,3.724,141.5
9,ITA-Serie A,Oier Zarraga,Udinese,122.62,14.58,MF,4.0,2.35,2.97,3.237,123.0
9,ITA-Serie A,Remo Freuler,Bologna,136.74,14.58,MF,17.0,7.764,2.97,8.237,313.0
9,ITA-Serie A,Albert Guðmundsson,Fiorentina,127.83,14.58,FW,25.0,17.7,3.881,6.934,263.5
9,ITA-Serie A,Artem Dovbyk,Roma,136.91,14.58,FW,19.9,15.535,3.881,10.697,406.5
9,ITA-Serie A,Keinan Davis,Udinese,122.62,14.58,FW,4.0,0.75,3.881,3.566,135.5
9,ITA-Serie A,Khvicha Kvaratskhelia,Napoli,139.71,14.58,FW,25.0,17.532,3.881,7.763,295.0
10,ITA-Serie A,Ionuț Radu,Venezia,125.54,14.58,GK,4.0,0.0,3.119,3.276,124.5
10,ITA-Serie A,Josep Martinez,Inter,152.2,14.58,GK,17.2,9.706,3.119,1.592,60.5
10,ITA-Serie A,Carlos Augusto,Inter,152.2,14.58,DF,14.3,5.662,2.591,6.329,240.5
10,ITA-Serie A,Emerson,Milan,131.21,14.58,DF,9.0,3.399,2.591,4.171,158.5
10,ITA-Serie A,Francesco Acerbi,Inter,152.2,14.58,DF,12.0,7.461,2.591,4.868,185.0
10,ITA-Serie A,Francesco Zampano,Venezia,125.54,14.58,DF,14.6,6.731,2.591,4.882,185.5
10,ITA-Serie A,Oumar Solet,Udinese,122.62,14.58,DF,9.3,3.652,2.591,4.855,184.5
10,ITA-Serie A,Timothy Weah,Juventus,133.29,14.58,DF,14.0,4.393,2.591,7.882,299.5
10,ITA-Serie A,Antoine Makoumbou,Cagliari,120.11,14.58,MF,17.4,6.107,2.97,5.5,209.0
10,ITA-Serie A,Daniel Maldini,Monza,109.53,14.58,MF,4.2,3.454,2.97,5.697,216.5
10,ITA-Serie A,Matìas Soulé,Roma,136.91,14.58,MF,25.0,18.71,2.97,9.855,374.5
10,ITA-Serie A,Milan Badelj,Genoa,115.49,14.58,MF,13.1,8.455,2.97,4.816,183.0
10,ITA-Serie A,Nahuel Estévez,Parma,125.36,14.58,MF,16.2,7.029,2.97,1.776,67.5
10,ITA-Serie A,Oier Zarraga,Udinese,122.62,14.58,MF,4.0,2.35,2.97,3.237,123.0
10,ITA-Serie A,Andrea Colpani,Fiorentina,127.83,14.58,FW,22.6,14.535,3.881,5.737,218.0
10,ITA-Serie A,Joel Pohjanpalo,Venezia,125.54,14.58,FW,20.7,14.07,3.881,6.526,248.0
10,ITA-Serie A,Rafael Leão,Milan,131.21,14.58,FW,24.5,13.857,3.881,11.921,453.0
10,ITA-Serie A,Tammy Abraham,Milan,131.21,14.58,FW,4.0,0.929,3.881,5.316,202.0
1,FRA-Ligue 1,Gianluigi Donnarumma,Paris S-G,140.91,11.01,GK,15.9,7.654,2.441,4.171,158.5
1,FRA-Ligue 1,Matvei Safonov,Paris S-G,140.91,11.01,GK,19.7,11.57,2.441,2.039,77.5
1,FRA-Ligue 1,Abdoulaye Bamba,Angers,108.46,11.01,DF,8.3,4.18,2.514,3.211,122.0
1,FRA-Ligue 1,Ali Abdi,Nice,142.12,11.01,DF,20.9,16.73,2.514,8.263,314.0
1,FRA-Ligue 1,Arouna Sangante,Le Havre,116.59,11.01,DF,17.4,7.088,2.514,4.513,171.5
1,FRA-Ligue 1,Christopher Operi,Le Havre,116.59,11.01,DF,21.3,11.937,2.514,4.513,171.5
1,FRA-Ligue 1,Timothee Pembele,Le Havre,116.59,11.01,DF,4.0,0.653,2.514,4.316,164.0
1,FRA-Ligue 1,Yunis Abdelhamid,Saint-Étienne,101.37,11.01,DF,12.4,9.573,2.514,2.289,87.0
1,FRA-Ligue 1,Eliesse Ben Seghir,Monaco,129.34,11.01,MF,4.0,2.838,3.218,11.092,421.5
1,FRA-Ligue 1,Joris Chotard,Montpellier,105.41,11.01,MF,20.0,9.243,3.218,5.934,225.5
1,FRA-Ligue 1,João Neves,Paris S-G,140.91,11.01,MF,11.7,9.068,3.218,9.355,355.5
1,FRA-Ligue 1,Pierrick Capelle,Angers,108.46,11.01,MF,9.7,9.605,3.218,2.053,78.0
1,FRA-Ligue 1,Rassoul Ndiaye,Le Havre,116.59,11.01,MF,11.0,1.937,3.218,5.066,192.5
1,FRA-Ligue 1,Téji Savanier,Montpellier,105.41,11.01,MF,22.8,18.734,3.218,11.816,449.0
1,FRA-Ligue 1,Breel Embolo,Monaco,129.34,11.01,FW,4.0,1.138,4.06,8.289,315.0
1,FRA-Ligue 1,Florian Sotoca,Lens,116.72,11.01,FW,21.8,14.147,4.06,7.224,274.5
1,FRA-Ligue 1,Joshua King,Toulouse,121.61,11.01,FW,4.0,1.353,4.06,7.829,297.5
1,FRA-Ligue 1,Lassine Sinayoko,Auxerre,112.5,11.01,FW,16.0,9.693,4.06,10.118,384.5
2,FRA-Ligue 1,Hervé Koffi,Lens,116.72,11.01,GK,14.1,6.924,2.441,0.658,25.0
2,FRA-Ligue 1,Lucas Perri,Lyon,121.42,11.01,GK,13.9,9.895,2.441,7.737,294.0
2,FRA-Ligue 1,Achraf Hakimi,Paris S-G,140.91,11.01,DF,19.5,9.505,2.514,10.645,404.5
2,FRA-Ligue 1,Aurélio Buta,Reims,104.99,11.01,DF,11.6,4.805,2.514,5.211,198.0
2,FRA-Ligue 1,Christopher Operi,Le Havre,116.59,11.01,DF,21.3,11.937,2.514,4.513,171.5
2,FRA-Ligue 1,Clément Akpa,Auxerre,112.5,11.01,DF,10.3,3.81,2.514,7.211,274.0
2,FRA-Ligue 1,Cédric Kipré,Reims,104.99,11.01,DF,12.4,5.56,2.514,5.592,212.5
2,FRA-Ligue 1,Florent Hanin,Angers,108.46,11.01,DF,7.9,4.53,2.514,10.434,396.5
2,FRA-Ligue 1,Ayyoub Bouaddi,Lille,121.64,11.01,MF,4.0,0.2,3.218,3.895,148.0
2,FRA-Ligue 1,Kévin Danois,Auxerre,112.5,11.01,MF,4.0,0.83,3.218,4.816,183.0
2,FRA-Ligue 1,Pierrick Capelle,Angers,108.46,11.01,MF,9.7,9.605,3.218,2.053,78.0
2,FRA-Ligue 1,Senny Mayulu,Paris S-G,140.91,11.01,MF,4.0,1.338,3.218,4.513,171.5
2,FRA-Ligue 1,Teddy Teuma,Reims,104.99,11.01,MF,21.6,12.296,3.218,3.829,145.5
2,FRA-Ligue 1,Téji Savanier,Montpellier,105.41,11.01,MF,22.8,18.734,3.218,11.816,449.0
2,FRA-Ligue 1,Abdallah Sima,Brest,130.0,11.01,FW,13.8,7.592,4.06,7.487,284.5
2,FRA-Ligue 1,Désiré Doué,Paris S-G,140.91,11.01,FW,14.3,10.004,4.06,11.066,420.5
2,FRA-Ligue 1,Farid El Melali,Angers,108.46,11.01,FW,18.1,11.274,4.06,8.592,326.5
2,FRA-Ligue 1,Georges Mikautadze,Lyon,121.42,11.01,FW,25.0,13.874,4.06,10.961,416.5
3,FRA-Ligue 1,Donovan Léon,Auxerre,112.5,11.01,GK,14.2,7.836,2.441,7.737,294.0
3,FRA-Ligue 1,Lucas Perri,Lyon,121.42,11.01,GK,13.9,9.895,2.441,7.737,294.0
3,FRA-Ligue 1,Boubakar Kouyaté,Montpellier,105.41,11.01,DF,15.9,5.291,2.514,1.842,70.0
3,FRA-Ligue 1,Jordan Lefort,Angers,108.46,11.01,DF,15.0,7.571,2.514,7.158,272.0
3,FRA-Ligue 1,Jubal,Auxerre,112.5,11.01,DF,16.0,9.472,2.514,10.079,383.0
3,FRA-Ligue 1,Kelvin Amian,Nantes,110.75,11.01,DF,11.0,4.028,2.514,5.882,223.5
3,FRA-Ligue 1,Loïc Nego,Le Havre,116.59,11.01,DF,12.0,6.134,2.514,7.158,272.0
3,FRA-Ligue 1,Nuno Mendes,Paris S-G,140.91,11.01,DF,4.0,1.35,2.514,6.632,252.0
3,FRA-Ligue 1,Himad Abdelli,Angers,108.46,11.01,MF,18.6,13.363,3.218,10.434,396.5
3,FRA-Ligue 1,João Neves,Paris S-G,140.91,11.01,MF,11.7,9.068,3.218,9.355,355.5
3,FRA-Ligue 1,Kévin Danois,Auxerre,112.5,11.01,MF,4.0,0.83,3.218,4.816,183.0
3,FRA-Ligue 1,Soungoutou Magassa,Monaco,129.34,11.01,MF,10.7,3.312,3.218,3.618,137.5
3,FRA-Ligue 1,Tanner Tessmann,Lyon,121.42,11.01,MF,17.8,9.911,3.218,4.632,176.0
3,FRA-Ligue 1,Téji Savanier,Montpellier,105.41,11.01,MF,22.8,18.734,3.218,11.816,449.0
3,FRA-Ligue 1,George Ilenikhena,Monaco,129.34,11.01,FW,14.2,6.892,4.06,3.75,142.5
3,FRA-Ligue 1,Jonathan David,Lille,121.64,11.01,FW,25.0,16.731,4.06,14.632,556.0
3,FRA-Ligue 1,Joshua King,Toulouse,121.61,11.01,FW,4.0,1.353,4.06,7.829,297.5
3,FRA-Ligue 1,Rayan Cherki,Lyon,121.42,11.01,FW,16.8,9.174,4.06,12.171,462.5
4,FRA-Ligue 1,Arthur Desmas,Le Havre,116.59,11.01,GK,16.2,7.613,2.441,2.921,111.0
4,FRA-Ligue 1,Lucas Chevalier,Lille,121.64,11.01,GK,19.3,10.293,2.441,8.066,306.5
4,FRA-Ligue 1,Ali Abdi,Nice,142.12,11.01,DF,20.9,16.73,2.514,8.263,314.0
4,FRA-Ligue 1,Emmanuel Biumla,Angers,108.46,11.01,DF,5.7,1.263,2.514,3.395,129.0
4,FRA-Ligue 1,Loïc Nego,Le Havre,116.59,11.01,DF,12.0,6.134,2.514,7.158,272.0
4,FRA-Ligue 1,Melvin Bard,Nice,142.12,11.01,DF,17.5,8.69,2.514,7.737,294.0
4,FRA-Ligue 1,Nicolas Pallois,Nantes,110.75,11.01,DF,8.8,4.228,2.514,5.0,190.0
4,FRA-Ligue 1,Ruben Aguilar,Lens,116.72,11.01,DF,17.1,7.764,2.514,4.539,172.5
4,FRA-Ligue 1,Aimen Moueffek,Saint-Étienne,101.37,11.01,MF,15.6,6.167,3.218,2.921,111.0
4,FRA-Ligue 1,Eliesse Ben Seghir,Monaco,129.34,11.01,MF,4.0,2.838,3.218,11.092,421.5
4,FRA-Ligue 1,Gaëtan Perrin,Auxerre,112.5,11.01,MF,19.2,13.528,3.218,15.934,605.5
4,FRA-Ligue 1,João Neves,Paris S-G,140.91,11.01,MF,11.7,9.068,3.218,9.355,355.5
4,FRA-Ligue 1,Pierrick Capelle,Angers,108.46,11.01,MF,9.7,9.605,3.218,2.053,78.0
4,FRA-Ligue 1,Valentín Barco,Strasbourg,122.24,11.01,MF,14.0,4.948,3.218,4.237,161.0
4,FRA-Ligue 1,Abdallah Sima,Brest,130.0,11.01,FW,13.8,7.592,4.06,7.487,284.5
4,FRA-Ligue 1,Florian Sotoca,Lens,116.72,11.01,FW,21.8,14.147,4.06,7.224,274.5
4,FRA-Ligue 1,Lassine Sinayoko,Auxerre,112.5,11.01,FW,16.0,9.693,4.06,10.118,384.5
4,FRA-Ligue 1,Mamadou Diakhon,Reims,104.99,11.01,FW,4.0,0.937,4.06,4.487,170.5
5,FRA-Ligue 1,Gautier Larsonneur,Saint-Étienne,101.37,11.01,GK,13.5,8.908,2.441,5.908,224.5
5,FRA-Ligue 1,Lucas Chevalier,Lille,121.64,11.01,GK,19.3,10.293,2.441,8.066,306.5
5,FRA-Ligue 1,Dante,Nice,142.12,11.01,DF,7.9,7.143,2.514,4.263,162.0
5,FRA-Ligue 1,Gideon Mensah,Auxerre,112.5,11.01,DF,13.4,6.013,2.514,7.934,301.5
5,FRA-Ligue 1,Mickael Nade,Saint-Étienne,101.37,11.01,DF,11.8,4.731,2.514,7.316,278.0
5,FRA-Ligue 1,Paul Joly,Auxerre,112.5,11.01,DF,16.7,11.207,2.514,5.605,213.0
5,FRA-Ligue 1,Théo Sainte-Luce,Montpellier,105.41,11.01,DF,4.0,1.062,2.514,3.421,130.0
5,FRA-Ligue 1,Timothee Pembele,Le Havre,116.59,11.01,DF,4.0,0.653,2.514,4.316,164.0
5,FRA-Ligue 1,Ado Onaiwu,Auxerre,112.5,11.01,MF,17.1,10.655,3.218,5.421,206.0
5,FRA-Ligue 1,Aimen Moueffek,Saint-Étienne,101.37,11.01,MF,15.6,6.167,3.218,2.921,111.0
5,FRA-Ligue 1,Douglas,Nantes,110.75,11.01,MF,14.5,5.72,3.218,9.184,349.0
5,FRA-Ligue 1,Himad Abdelli,Angers,108.46,11.01,MF,18.6,13.363,3.218,10.434,396.5
5,FRA-Ligue 1,João Neves,Paris S-G,140.91,11.01,MF,11.7,9.068,3.218,9.355,355.5
5,FRA-Ligue 1,Mahamadou Diawara,Le Havre,116.59,11.01,MF,4.0,1.212,3.218,2.395,91.0
5,FRA-Ligue 1,Abdallah Sima,Brest,130.0,11.01,FW,13.8,7.592,4.06,7.487,284.5
5,FRA-Ligue 1,Alexandre Lacazette,Lyon,121.42,11.01,FW,23.8,14.355,4.06,12.026,457.0
5,FRA-Ligue 1,Farid El Melali,Angers,108.46,11.01,FW,18.1,11.274,4.06,8.592,326.5
5,FRA-Ligue 1,Sorba Thomas,Nantes,110.75,11.01,FW,20.9,11.739,4.06,5.645,214.5
6,FRA-Ligue 1,Alban Lafont,Nantes,110.75,11.01,GK,11.7,5.416,2.441,1.947,74.0
6,FRA-Ligue 1,Yahia Fofana,Angers,108.46,11.01,GK,13.2,7.494,2.441,7.013,266.5
6,FRA-Ligue 1,Dante,Nice,142.12,11.01,DF,7.9,7.143,2.514,4.263,162.0
6,FRA-Ligue 1,Etienne Youte Kinkoue,Le Havre,116.59,11.01,DF,12.5,4.162,2.514,4.605,175.0
6,FRA-Ligue 1,Gabriel Suazo,Toulouse,121.61,11.01,DF,19.0,8.386,2.514,8.329,316.5
6,FRA-Ligue 1,Kelvin Amian,Nantes,110.75,11.01,DF,11.0,4.028,2.514,5.882,223.5
6,FRA-Ligue 1,Paul Joly,Auxerre,112.5,11.01,DF,16.7,11.207,2.514,5.605,213.0
6,FRA-Ligue 1,Yunis Abdelhamid,Saint-Étienne,101.37,11.01,DF,12.4,9.573,2.514,2.289,87.0
6,FRA-Ligue 1,Ado Onaiwu,Auxerre,112.5,11.01,MF,17.1,10.655,3.218,5.421,206.0
6,FRA-Ligue 1,Glen Kamara,Rennes,106.7,11.01,MF,9.9,3.436,3.218,2.158,82.0
6,FRA-Ligue 1,João Neves,Paris S-G,140.91,11.01,MF,11.7,9.068,3.218,9.355,355.5
6,FRA-Ligue 1,Pierrick Capelle,Angers,108.46,11.01,MF,9.7,9.605,3.218,2.053,78.0
6,FRA-Ligue 1,Soungoutou Magassa,Monaco,129.34,11.01,MF,10.7,3.312,3.218,3.618,137.5
6,FRA-Ligue 1,Téji Savanier,Montpellier,105.41,11.01,MF,22.8,18.734,3.218,11.816,449.0
6,FRA-Ligue 1,Breel Embolo,Monaco,129.34,11.01,FW,4.0,1.138,4.06,8.289,315.0
6,FRA-Ligue 1,Florian Ayé,Auxerre,112.5,11.01,FW,19.7,9.516,4.06,2.908,110.5
6,FRA-Ligue 1,Jonathan David,Lille,121.64,11.01,FW,25.0,16.731,4.06,14.632,556.0
6,FRA-Ligue 1,Sekou Mara,Strasbourg,122.24,11.01,FW,12.5,2.527,4.06,3.079,117.0
7,FRA-Ligue 1,Donovan Léon,Auxerre,112.5,11.01,GK,14.2,7.836,2.441,7.737,294.0
7,FRA-Ligue 1,Marcin Bułka,Nice,142.12,11.01,GK,17.1,11.053,2.441,8.039,305.5
7,FRA-Ligue 1,Ali Abdi,Nice,142.12,11.01,DF,20.9,16.73,2.514,8.263,314.0
7,FRA-Ligue 1,Florent Hanin,Angers,108.46,11.01,DF,7.9,4.53,2.514,10.434,396.5
7,FRA-Ligue 1,Jubal,Auxerre,112.5,11.01,DF,16.0,9.472,2.514,10.079,383.0
7,FRA-Ligue 1,Kenny Lala,Brest,130.0,11.01,DF,19.8,11.578,2.514,10.75,408.5
7,FRA-Ligue 1,Leonardo Balerdi,Marseille,134.32,11.01,DF,17.5,8.483,2.514,5.974,227.0
7,FRA-Ligue 1,Lilian Brassier,Rennes,106.7,11.01,DF,11.5,4.886,2.514,4.092,155.5
7,FRA-Ligue 1,Adrien Rabiot,Marseille,134.32,11.01,MF,22.2,10.589,3.218,11.408,433.5
7,FRA-Ligue 1,Hamed Junior Traorè,Auxerre,112.5,11.01,MF,4.0,1.2,3.218,11.697,444.5
7,FRA-Ligue 1,Pierrick Capelle,Angers,108.46,11.01,MF,9.7,9.605,3.218,2.053,78.0
7,FRA-Ligue 1,Rabby Nzingoula,Montpellier,105.41,11.01,MF,4.0,0.678,3.218,6.25,237.5
7,FRA-Ligue 1,Warren Zaïre-Emery,Paris S-G,140.91,11.01,MF,12.1,6.162,3.218,6.276,238.5
7,FRA-Ligue 1,Yaya Kader Fofana,Reims,104.99,11.01,MF,4.0,0.425,3.218,2.513,95.5
7,FRA-Ligue 1,Désiré Doué,Paris S-G,140.91,11.01,FW,14.3,10.004,4.06,11.066,420.5
7,FRA-Ligue 1,Mamadou Diakhon,Reims,104.99,11.01,FW,4.0,0.937,4.06,4.487,170.5
7,FRA-Ligue 1,Mason Greenwood,Marseille,134.32,11.01,FW,25.0,15.697,4.06,20.776,789.5
7,FRA-Ligue 1,Osame Sahraoui,Lille,121.64,11.01,FW,19.9,11.972,4.06,5.539,210.5
8,FRA-Ligue 1,Gautier Larsonneur,Saint-Étienne,101.37,11.01,GK,13.5,8.908,2.441,5.908,224.5
8,FRA-Ligue 1,Steve Mandanda,Rennes,106.7,11.01,GK,12.3,6.977,2.441,3.829,145.5
8,FRA-Ligue 1,Christopher Wooh,Rennes,106.7,11.01,DF,9.9,3.238,2.514,3.158,120.0
8,FRA-Ligue 1,Clément Akpa,Auxerre,112.5,11.01,DF,10.3,3.81,2.514,7.211,274.0
8,FRA-Ligue 1,Fodé Ballo-Touré,Le Havre,116.59,11.01,DF,4.0,0.35,2.514,2.092,79.5
8,FRA-Ligue 1,Nathan Zeze,Nantes,110.75,11.01,DF,7.5,2.0,2.514,3.737,142.0
8,FRA-Ligue 1,Timothee Pembele,Le Havre,116.59,11.01,DF,4.0,0.653,2.514,4.316,164.0
8,FRA-Ligue 1,Yunis Abdelhamid,Saint-Étienne,101.37,11.01,DF,12.4,9.573,2.514,2.289,87.0
8,FRA-Ligue 1,Assane Dioussé,Auxerre,112.5,11.01,MF,10.9,3.8,3.218,1.895,72.0
8,FRA-Ligue 1,Djaoui Cissé,Rennes,106.7,11.01,MF,4.0,0.1,3.218,3.487,132.5
8,FRA-Ligue 1,Eliesse Ben Seghir,Monaco,129.34,11.01,MF,4.0,2.838,3.218,11.092,421.5
8,FRA-Ligue 1,Pierre Lees-Melou,Brest,130.0,11.01,MF,21.4,11.564,3.218,5.921,225.0
8,FRA-Ligue 1,Téji Savanier,Montpellier,105.41,11.01,MF,22.8,18.734,3.218,11.816,449.0
8,FRA-Ligue 1,Vitinha,Paris S-G,140.91,11.01,MF,22.5,11.315,3.218,8.618,327.5
8,FRA-Ligue 1,Désiré Doué,Paris S-G,140.91,11.01,FW,14.3,10.004,4.06,11.066,420.5
8,FRA-Ligue 1,Farid El Melali,Angers,108.46,11.01,FW,18.1,11.274,4.06,8.592,326.5
8,FRA-Ligue 1,Jonathan David,Lille,121.64,11.01,FW,25.0,16.731,4.06,14.632,556.0
8,FRA-Ligue 1,Romain Del Castillo,Brest,130.0,11.01,FW,25.0,16.468,4.06,9.211,350.0
9,FRA-Ligue 1,Anthony Lopes,Nantes,110.75,11.01,GK,16.5,7.345,2.441,2.987,113.5
9,FRA-Ligue 1,Yahia Fofana,Angers,108.46,11.01,GK,13.2,7.494,2.441,7.013,266.5
9,FRA-Ligue 1,Abdoulaye Niakhate Ndiaye,Brest,130.0,11.01,DF,18.9,8.152,2.514,4.895,186.0
9,FRA-Ligue 1,Ali Abdi,Nice,142.12,11.01,DF,20.9,16.73,2.514,8.263,314.0
9,FRA-Ligue 1,Dante,Nice,142.12,11.01,DF,7.9,7.143,2.514,4.263,162.0
9,FRA-Ligue 1,Marcus Coco,Nantes,110.75,11.01,DF,14.7,6.12,2.514,2.855,108.5
9,FRA-Ligue 1,Mohammed Salisu,Monaco,129.34,11.01,DF,10.4,2.537,2.514,3.5,133.0
9,FRA-Ligue 1,Yunis Abdelhamid,Saint-Étienne,101.37,11.01,DF,12.4,9.573,2.514,2.289,87.0
9,FRA-Ligue 1,Ado Onaiwu,Auxerre,112.5,11.01,MF,17.1,10.655,3.218,5.421,206.0
9,FRA-Ligue 1,Aimen Moueffek,Saint-Étienne,101.37,11.01,MF,15.6,6.167,3.218,2.921,111.0
9,FRA-Ligue 1,Kévin Danois,Auxerre,112.5,11.01,MF,4.0,0.83,3.218,4.816,183.0
9,FRA-Ligue 1,Pierre Lees-Melou,Brest,130.0,11.01,MF,21.4,11.564,3.218,5.921,225.0
9,FRA-Ligue 1,Shavy Babicka,Toulouse,121.61,11.01,MF,4.0,2.025,3.218,6.145,233.5
9,FRA-Ligue 1,Yassin Belkhdim,Angers,108.46,11.01,MF,4.0,0.56,3.218,5.171,196.5
9,FRA-Ligue 1,Abdallah Sima,Brest,130.0,11.01,FW,13.8,7.592,4.06,7.487,284.5
9,FRA-Ligue 1,Jonathan David,Lille,121.64,11.01,FW,25.0,16.731,4.06,14.632,556.0
9,FRA-Ligue 1,Joshua King,Toulouse,121.61,11.01,FW,4.0,1.353,4.06,7.829,297.5
9,FRA-Ligue 1,Romain Del Castillo,Brest,130.0,11.01,FW,25.0,16.468,4.06,9.211,350.0
10,FRA-Ligue 1,Brice Samba,Rennes,106.7,11.01,GK,15.5,7.776,2.441,4.355,165.5
10,FRA-Ligue 1,Lucas Chevalier,Lille,121.64,11.01,GK,19.3,10.293,2.441,8.066,306.5
10,FRA-Ligue 1,Ali Abdi,Nice,142.12,11.01,DF,20.9,16.73,2.514,8.263,314.0
10,FRA-Ligue 1,Emmanuel Biumla,Angers,108.46,11.01,DF,5.7,1.263,2.514,3.395,129.0
10,FRA-Ligue 1,Melvin Bard,Nice,142.12,11.01,DF,17.5,8.69,2.514,7.737,294.0
10,FRA-Ligue 1,Moussa Niakhate,Lyon,121.42,11.01,DF,12.9,3.934,2.514,5.421,206.0
10,FRA-Ligue 1,Nicolas Pallois,Nantes,110.75,11.01,DF,8.8,4.228,2.514,5.0,190.0
10,FRA-Ligue 1,Sinaly Diomande,Auxerre,112.5,11.01,DF,11.4,1.936,2.514,6.184,235.0
10,FRA-Ligue 1,Djaoui Cissé,Rennes,106.7,11.01,MF,4.0,0.1,3.218,3.487,132.5
10,FRA-Ligue 1,Eliesse Ben Seghir,Monaco,129.34,11.01,MF,4.0,2.838,3.218,11.092,421.5
10,FRA-Ligue 1,Gaëtan Perrin,Auxerre,112.5,11.01,MF,19.2,13.528,3.218,15.934,605.5
10,FRA-Ligue 1,João Neves,Paris S-G,140.91,11.01,MF,11.7,9.068,3.218,9.355,355.5
10,FRA-Ligue 1,Junior Mwanga,Le Havre,116.59,11.01,MF,18.7,5.254,3.218,3.461,131.5
10,FRA-Ligue 1,Téji Savanier,Montpellier,105.41,11.01,MF,22.8,18.734,3.218,11.816,449.0
10,FRA-Ligue 1,Abdallah Sima,Brest,130.0,11.01,FW,13.8,7.592,4.06,7.487,284.5
10,FRA-Ligue 1,Désiré Doué,Paris S-G,140.91,11.01,FW,14.3,10.004,4.06,11.066,420.5
10,FRA-Ligue 1,Florian Sotoca,Lens,116.72,11.01,FW,21.8,14.147,4.06,7.224,274.5
10,FRA-Ligue 1,Mamadou Diakhon,Reims,104.99,11.01,FW,4.0,0.937,4.06,4.487,170.5
1,GER-Bundesliga,Kevin Müller,Heidenheim,127.4,16.77,GK,14.9,7.844,2.878,6.397,217.5
1,GER-Bundesliga,Thomas Dähne,Holstein Kiel,129.16,16.77,GK,4.0,0.514,2.878,1.691,57.5
1,GER-Bundesliga,Carl Johansson,Holstein Kiel,129.16,16.77,DF,6.4,1.375,2.67,1.441,49.0
1,GER-Bundesliga,Erhan Mašović,Bochum,118.62,16.77,DF,14.9,7.072,2.67,3.412,116.0
1,GER-Bundesliga,Hauke Wahl,St. Pauli,118.85,16.77,DF,12.7,5.485,2.67,7.662,260.5
1,GER-Bundesliga,Jakov Medić,Bochum,118.62,16.77,DF,4.0,0.844,2.67,4.853,165.0
